Kanji,Romaji
消滅,shoumetsu
滅多,metta
壊滅,kaimetsu
名誉,meiyo
栄誉,eiyo
不名誉,fumeiyo
預け,azuke
預金,yokin
預かり,azukari
溶融,youyuu
溶ける,tokeru
溶接,yousetsu
腰痛,youtsuu
腰掛け,koshikake
足腰,ashikoshi
全裸,zenra
裸足,hadashi
赤裸々,sekirara
雷神,raijin
地雷,jirai
雷雨,raiu
酪農,rakunou
乾酪,kanraku
牛酪,gyuuraku
裏側,uragawa
脳裏,nouri
裏面,rimen
戦慄,senritsu
慄然,ritsuzen
捕虜,horyo
俘虜,furyo
風鈴,fuurin
鈴虫,suzumushi
呼び鈴,yobirin
零細,reisai
零余子,mukago
零れ,kobore
廉価,renka
破廉恥,harenchi
清廉,seiren
賄賂,wairo
道路,douro
回路,kairo
路線,rosen
鐘楼,shourou
蜃気楼,shinkirou
摩天楼,matenrou
電話,denwa
お話,ohanashi
話題,wadai
賄賂,wairo
賄う,makanau
賄い,makanai
維持,iji
繊維,sen'i
明治維新,meijiishin
隠し,kakushi
隠れ,kakure
隠す,kakusu
駅前,ekimae
最寄り駅,moyorieki
駅員,ekiin
演奏,ensou
出演,shutsuen
演出,enshutsu
寡黙,kamoku
寡占,kasen
寡聞,kabun
歌詞,kashi
歌う,utau
歌手,kashu
箇所,kasho
箇条,kajou
概念,gainen
概要,gaiyou
概ね,oomune
内閣,naikaku
閣僚,kakuryou
閣議,kakugi
慣れ,nare
習慣,shuukan
慣れる,nareru
管理,kanri
保管,hokan
血管,kekkan
関係,kankei
に関して,nikanshite
関連,kanren
国旗,kokki
旗艦,kikan
旗手,kishu
疑問,gimon
容疑,yougi
疑い,utagai
漁師,ryoushi
漁業,gyogyou
漁船,gyosen
環境,kankyou
国境,kokkyou
境界,kyoukai
銀行,ginkou
銀座,ginza
銀河,ginga
駆使,kushi
駆動,kudou
駆け,kake
白熊,shirokuma
小熊,koguma
熊手,kumade
英語,eigo
日本語,nihongo
物語,monogatari
誤解,gokai
試行錯誤,shikousakugo
誤り,ayamari
結構,kekkou
構成,kousei
構造,kouzou
横綱,yokozuna
綱渡り,tsunawatari
大綱,taikou
発酵,hakkou
酵母,koubo
酵素,kouso
豪華,gouka
富豪,fugou
豪雨,gouu
穀物,kokumotsu
雑穀,zakkoku
脱穀,dakkoku
酷い,hidoi
過酷,kakoku
残酷,zankoku
地獄,jigoku
脱獄,datsugoku
投獄,tougoku
入魂,nyuukon
霊魂,reikon
大和魂,yamatodamashii
実際,jissai
国際,kokusai
間際,magiwa
警察,keisatsu
観察,kansatsu
診察,shinsatsu
雑誌,zasshi
複雑,fukuzatsu
雑貨,zakka
計算,keisan
予算,yosan
換算,kansan
酸素,sanso
酸味,sanmi
炭酸,tansan
雑誌,zasshi
誌上,shijou
誌面,shimen
雌雄,shiyuu
雌花,mebana
雌牛,meushi
電磁波,denjiha
磁気,jiki
磁石,jishaku
漆黒,shikkoku
漆器,shikki
乾漆,kanshitsu
遮断,shadan
遮蔽,shahei
遮る,saegiru
種類,shurui
機種,kishu
各種,kakushu
需要,juyou
必需,hitsuju
需給,jukyuu
銃撃,juugeki
拳銃,kenjuu
銃弾,juudan
塾生,jukusei
塾長,jukuchou
入塾,nyuujuku
一緒,issho
内緒,naisho
情緒,joucho
表彰,hyoushou
表彰台,hyoushoudai
顕彰,kenshou
障害,shougai
故障,koshou
支障,shishou
精神,seishin
精度,seido
精一杯,seiippai
製品,seihin
製作,seisaku
製造,seizou
誓い,chikai
誓う,chikau
誓約,seiyaku
静か,shizuka
冷静,reisei
静岡,shizuoka
説明,setsumei
小説,shousetsu
解説,kaisetsu
処方箋,shohousen
付箋,fusen
便箋,binsen
金銭,kinsen
小銭,kozeni
銭湯,sentou
漸く,youyaku
漸進,zenshin
漸次,zenji
遡る,sakanoboru
遡及,sokyuu
一層,issou
階層,kaisou
高層,kousou
総合,sougou
総理,souri
総務,soumu
遭遇,souguu
遭難,sounan
画像,gazou
想像,souzou
映像,eizou
増える,fueru
増加,zouka
増やし,fuyashi
憎しみ,nikushimi
生憎,ainiku
憎悪,zouo
遜色,sonshoku
謙遜,kenson
不遜,fuson
無駄,muda
駄目,dame
無駄遣い,mudazukai
状態,joutai
事態,jitai
態度,taido
奪う,ubau
略奪,ryakudatsu
剥奪,hakudatsu
端末,tanmatsu
極端,kyokutan
中途半端,chuutohanpa
破綻,hatan
綻び,hokorobi
嫡子,chakushi
嫡出,chakushutsu
特徴,tokuchou
象徴,shouchou
徴収,choushuu
漬け,zuke
漬物,tsukemono
塩漬け,shiozuke
指摘,shiteki
摘み,tsumami
摘出,tekishutsu
点滴,tenteki
水滴,suiteki
滴り,shitatari
適当,tekitou
適用,tekiyou
快適,kaiteki
早稲田,waseda
稲荷,inari
稲刈り,inekari
銅像,douzou
銅メダル,doumedaru
青銅,seidou
道徳,doutoku
悪徳,akutoku
美徳,bitoku
読み,yomi
読む,yomu
読者,dokusha
確認,kakunin
認識,ninshiki
認め,mitome
丁寧,teinei
寧ろ,mushiro
安寧,annei
髪の毛,kaminoke
金髪,kinpatsu
前髪,maegami
罰金,bakkin
罰則,bassoku
処罰,shobatsu
派閥,habatsu
財閥,zaibatsu
学閥,gakubatsu
石碑,sekihi
句碑,kuhi
墓碑,bohi
鼻水,hanamizu
鼻血,hanaji
鼻歌,hanauta
漂う,tadayou
漂流,hyouryuu
漂泊,hyouhaku
豆腐,toufu
腐敗,fuhai
陳腐,chinpu
複数,fukusuu
複雑,fukuzatsu
複合,fukugou
聞く,kiku
聞き,kiki
新聞,shinbun
軽蔑,keibetsu
蔑ろ,naigashiro
侮蔑,bubetsu
思慕,shibo
慕う,shitau
慕情,bojou
暮らし,kurashi
暮らす,kurasu
暮れ,kure
変貌,henbou
全貌,zenbou
風貌,fuubou
僕ら,bokura
僕たち,bokutachi
下僕,geboku
お墨付き,osumitsuki
墨画,bokuga
水墨,suiboku
網膜,moumaku
角膜,kakumaku
鼓膜,komaku
我慢,gaman
自慢,jiman
慢性,mansei
漫画,manga
漫才,manzai
浪漫,rouman
蜂蜜,hachimitsu
蜜柑,mikan
蜜蜂,mitsubachi
銘柄,meigara
感銘,kanmei
正真正銘,shoushinshoumei
鳴る,naru
鳴り,nari
耳鳴り,miminari
綿密,menmitsu
木綿,momen
綿棒,menbou
規模,kibo
模様,moyou
模索,mosaku
網膜,moumaku
網羅,moura
網戸,amido
誘導,yuudou
勧誘,kan'yuu
誘い,sasoi
様子,yousu
様々,samazama
同様,douyou
腫瘍,shuyou
胃潰瘍,ikaiyou
潰瘍,kaiyou
踊り,odori
踊る,odoru
盆踊り,bon'odori
辛辣,shinratsu
悪辣,akuratsu
同僚,douryou
官僚,kanryou
閣僚,kakuryou
大統領,daitouryou
領域,ryouiki
要領,youryou
緑色,midoriiro
緑茶,ryokucha
緑内障,ryokunaishou
浄瑠璃,joururi
瑠璃,ruri
人形浄瑠璃,ningyoujoururi
還暦,kanreki
西暦,seireki
旧暦,kyuureki
歴史,rekishi
履歴,rireki
経歴,keireki
練習,renshuu
訓練,kunren
洗練,senren
漏れ,more
漏洩,rouei
漏れる,moreru
慰め,nagusame
慰安,ian
慰霊,irei
遺伝子,idenshi
遺産,isan
遺跡,iseki
影響,eikyou
撮影,satsuei
悪影響,akueikyou
鋭い,surudoi
新鋭,shin'ei
精鋭,seiei
謁見,ekken
拝謁,haietsu
閲覧,etsuran
検閲,ken'etsu
閲読,etsudoku
無縁,muen
縁起,engi
絶縁,zetsuen
横浜,yokohama
横断,oudan
横目,yokome
億劫,okkuu
億ション,okushon
稼働,kadou
稼ぐ,kasegu
稼ぎ,kasegi
課題,kadai
課税,kazei
課金,kakin
飢餓,kiga
餓死,gashi
餓鬼,gaki
潰す,tsubusu
潰れる,tsubureru
胃潰瘍,ikaiyou
確認,kakunin
確か,tashika
確実,kakujitsu
新潟,niigata
干潟,higata
歓迎,kangei
歓声,kansei
歓喜,kanki
監督,kantoku
監視,kanshi
監査,kansa
緩和,kanwa
緩やか,yuruyaka
緩い,yurui
武器,buki
機器,kiki
楽器,gakki
近畿,kinki
畿内,kinai
輝き,kagayaki
輝く,kagayaku
輝度,kido
儀式,gishiki
葬儀,sougi
余儀なく,yoginaku
戯れ,tawamure
遊戯,yuugi
戯言,tawagoto
窮屈,kyuukutsu
困窮,konkyuu
窮地,kyuuchi
緊張,kinchou
緊急,kinkyuu
緊迫,kinpaku
勲章,kunshou
叙勲,jokun
慶応,keiou
弁慶,benkei
内弁慶,uchibenkei
憧憬,doukei
稽古,keiko
滑稽,kokkei
荒唐無稽,koutoumukei
劇場,gekijou
悲劇,higeki
演劇,engeki
攻撃,kougeki
衝撃,shougeki
目撃,mokugeki
簡潔,kanketsu
清潔,seiketsu
高潔,kouketsu
政権,seiken
権利,kenri
権力,kenryoku
投稿,toukou
原稿,genkou
寄稿,kikou
手駒,tegoma
撮影,satsuei
撮り,dori
撮る,toru
賛成,sansei
賛同,sandou
絶賛,zessan
暫く,shibaraku
暫定,zantei
暫し,shibashi
真摯,shinshi
賜物,tamamono
恩賜,onshi
下賜,kashi
餌食,ejiki
食餌,shokuji
餌付け,ezuke
質問,shitsumon
物質,busshitsu
本質,honshitsu
趣味,shumi
趣旨,shushi
趣向,shukou
成熟,seijuku
未熟,mijuku
熟練,jukuren
潤い,uruoi
利潤,rijun
潤沢,juntaku
遵守,junshu
遵法,junpou
諸国,shokoku
諸々,moromoro
諸君,shokun
憧れ,akogare
憧れる,akogareru
憧憬,doukei
衝撃,shougeki
衝突,shoutotsu
衝動,shoudou
鑑賞,kanshou
受賞,jushou
入賞,nyuushou
沖縄,okinawa
縄文,joumon
一筋縄,hitosujinawa
委嘱,ishoku
嘱託,shokutaku
嘱望,shokubou
審査,shinsa
審議,shingi,deliberation
審判,shinpan
地震,jishin
震災,shinsai
大震災,daishinsai
稲穂,inaho
穂先,hosaki
花穂,kasui,spike
申請,shinsei
請求,seikyuu
要請,yousei
潜在,senzai
潜入,sennyuu
潜む,hisomu
放射線,houshasen
無線,musen
線量,senryou
遷移,sen'i,transition
変遷,hensen
遷都,sento
選択,sentaku
選手,senshu
選挙,senkyo
水槽,suisou
浴槽,yokusou
歯槽,shisou
失踪,shissou
冷蔵庫,reizouko
内蔵,naizou
貯蔵,chozou
承諾,shoudaku
許諾,kyodaku
快諾,kaidaku
誰か,dareka
誰々,daredare
誰彼,darekare
誕生,tanjou
生誕,seitan
誕生石,tanjouseki
相談,soudan
冗談,joudan
余談,yodan
鋳造,chuuzou
鋳型,igata
鋳物,imono
駐車,chuusha
駐在,chuuzai
常駐,jouchuu
自嘲,jichou
嘲笑,choushou
嘲る,azakeru
風潮,fuuchou
潮流,chouryuu
最高潮,saikouchou
清澄,seichou
澄ます,sumasu
澄む,sumu
調べ,shirabe
調査,chousa
調整,chousei
墜落,tsuiraku
撃墜,gekitsui
失墜,shittsui
締め,shime
締め切り,shimekiri
取締役,torishimariyaku
素敵,suteki
匹敵,hitteki
無敵,muteki
徹底的,tetteiteki
徹底,tettei
徹夜,tetsuya
撤退,tettai
撤去,tekkyo
撤収,tesshuu
踏む,fumu
踏み出し,fumidashi
足踏み,ashibumi
導入,dounyuu
指導,shidou
誘導,yuudou
熱い,atsui
熱心,nesshin
情熱,jounetsu
罵倒,batou
罵声,basei
罵り,nonoshiri
先輩,senpai
後輩,kouhai
我輩,wagahai
賠償,baishou
ゴミ箱,gomibako
箱庭,hakoniwa
箱詰め,hakozume
割り箸,waribashi
箸休め,hashiyasume
菜箸,saibashi
範囲,han'i
広範囲,kouhan'i
範疇,hanchuu
基盤,kiban
中盤,chuuban
終盤,shuuban
罷免,himen
膝元,hizamoto
膝枕,hizamakura
膝下,hizashita
目標,mokuhyou
標準,hyoujun
指標,shihyou
来賓,raihin
主賓,shuhin
賓客,hinkyaku
敷地,shikichi
屋敷,yashiki
敷居,shikii
皮膚,hifu
完膚,kanpu
割賦,kappu
天賦,tenpu
賦活,fukatsu
舞台,butai
見舞い,mimai
振る舞い,furumai
噴火,funka
噴水,funsui
噴出,funshutsu
古墳,kofun
前方後円墳,zenpoukouenfun
墳墓,funbo
憤り,ikidoori
憤慨,fungai
鬱憤,uppun
貨幣,kahei
紙幣,shihei
幣帛,heihaku
弊社,heisha
弊害,heigai
疲弊,hihei
隠蔽,inpei
遮蔽,shahei
桜餅,sakuramochi
草餅,kusamochi
鏡餅,kagamimochi
編集,henshuu
再編,saihen
編成,hensei
店舗,tenpo
老舗,shinise
舗装,hosou
褒美,houbi
褒める,homeru
褒貶,houhen
暴力,bouryoku
暴走,bousou
乱暴,ranbou
相撲,sumou
大相撲,oozumou
撲滅,bokumetsu
摩擦,masatsu
あん摩,anma
摩訶不思議,makafushigi
魅力,miryoku
魅了,miryou
魅惑,miwaku
沈黙,chinmoku
暗黙,anmoku
寡黙,kamoku
憂鬱,yuuutsu
憂い,ui
憂愁,yuushuu
石窯,ishigama
窯業,yougyou
栄養,eiyou
養成,yousei
教養,kyouyou
履歴,rireki
履く,haku
履修,rishuu
浄瑠璃,joururi
瑠璃,ruri
人形浄瑠璃,ningyoujoururi
考慮,kouryo
配慮,hairyo
遠慮,enryo
学寮,gakuryou
全寮,zenryou
入寮,nyuuryou
指輪,yubiwa
五輪,gorin
輪郭,rinkaku
幽霊,yuurei
霊的,reiteki
亡霊,bourei
議論,giron
結論,ketsuron
論文,ronbun
経緯,ikisatsu
緯度,ido
北緯,hokui
防衛,bouei
自衛隊,jieitai
衛生,eisei
記憶,kioku
憶測,okusoku
追憶,tsuioku
穏やか,odayaka
平穏,heion
穏健,onken
破壊,hakai
崩壊,houkai
壊滅,kaimetsu
懐かしい,natsukashii
懐かし,natsukashi
懐中,kaichuu
俳諧,haikai
諧謔,kaigyaku
諧調,kaichou
残骸,zangai
死骸,shigai
亡骸,nakigara
獲得,kakutoku
捕獲,hokaku
獲物,emono
遺憾,ikan
還元,kangen
帰還,kikan
返還,henkan
図書館,toshokan
美術館,bijutsukan
博物館,hakubutsukan
機能,kinou
機会,kikai
機関,kikan
新橋,shinbashi
石橋,ishibashi
桟橋,sanbashi
凝縮,gyoushuku
凝り,shikori
凝視,gyoushi
錦織,nishikiori
錦絵,nishikie
錦鯉,nishikigoi
薫風,kunpuu
薫製,kunsei
薫陶,kuntou
休憩,kyuukei
憩い,ikoi
刺激,shigeki
激しい,hageshii
感激,kangeki
憲法,kenpou
改憲,kaiken
違憲,iken
賢い,kashikoi
賢明,kenmei
賢者,kenja
禁錮,kinko
興味,kyoumi
復興,fukkou
興奮,koufun
均衡,kinkou
平衡,heikou
度量衡,doryoukou
鋼鉄,koutetsu
鉄鋼,tekkou
鋼板,kouhan
開墾,kaikon
試行錯誤,shikousakugo
錯覚,sakkaku
錯誤,sakugo
諮問,shimon
諮る,hakaru
儒教,jukyou
儒学,jugaku
儒者,jusha
樹脂,jushi
樹木,jumoku
樹立,juritsu
怪獣,kaijuu
獣医,juui
野獣,yajuu
操縦,soujuu
縦横,juuou
縦長,tatenaga
土壌,dojou
平壌,pyon'yan
お嬢さん,ojousan
お嬢様,ojousama
令嬢,reijou
錠剤,jouzai
手錠,tejou
施錠,sejou
薪割り,makiwari
両親,ryoushin
母親,hahaoya
父親,chichioya
調整,chousei
整理,seiri
整備,seibi
覚醒,kakusei
覚醒剤,kakuseizai
興醒め,kyouzame
積極,sekkyoku
蓄積,chikuseki
面積,menseki
推薦,suisen
自薦,jisen
他薦,tasen
御膳,gozen
お膳立て,ozendate
配膳,haizen
操作,sousa
体操,taisou
操縦,soujuu
濁り,nigori
濁流,dakuryuu
濁世,dakuse
俳壇,haidan
登壇,toudan
花壇,kadan
緻密,chimitsu
精緻,seichi
巧緻,kouchi
建築,kenchiku
構築,kouchiku
築く,kizuku
諦め,akirame
諦める,akirameru
諦観,teikan
賭け,kake
賭博,tobaku
賭ける,kakeru
糖尿,tounyou
砂糖,satou
血糖,kettou
頭痛,zutsuu
冒頭,boutou
店頭,tentou
篤志,tokushi
危篤,kitoku
篤実,tokujitsu
曇り,kumori
曇り空,kumorizora
曇天,donten
燃料,nenryou
燃焼,nenshou
燃費,nenpi
濃い,koi
濃度,noudo
濃厚,noukou
薄い,usui
薄め,usume
薄暗い,usugurai
縛り,shibari
束縛,sokubaku
呪縛,jubaku
頻繁,hinpan
繁殖,hanshoku
繁栄,han'ei
避難,hinan
回避,kaihi
避ける,sakeru
興奮,koufun
奮闘,funtou
奮発,funpatsu
壁紙,kabegami
障壁,shouheki
外壁,gaiheki
縫製,housei
縫い,nui
手縫い,tenui
膨大,boudai
膨らみ,fukurami
膨張,bouchou
陰謀,inbou
無謀,mubou
謀略,bouryaku
磨き,migaki
磨く,migaku
歯磨き,hamigaki
麺類,menrui
素麺,soumen
麺棒,menbou
農薬,nouyaku
麻薬,mayaku
薬局,yakkyoku
諭吉,yukichi
教諭,kyouyu
諭し,satoshi
輸入,yunyuu
輸出,yushutsu
輸送,yusou
金融,kin'yuu
融合,yuugou
融資,yuushi
擁護,yougo
抱擁,houyou
擁する,yousuru
歌謡,kayou
民謡,min'you
童謡,douyou
信頼,shinrai
依頼,irai
頼り,tayori
近隣,kinrin
隣接,rinsetsu
隣人,rinjin
奴隷,dorei
隷属,reizoku
隷書,reisho
鍛錬,tanren
錬金術,renkinjutsu
精錬,seiren
登録,touroku
記録,kiroku
収録,shuuroku
曖昧,aimai
臆病,okubyou
臆病者,okubyoumono
臆面,okumen
威嚇,ikaku
管轄,kankatsu
直轄,chokkatsu
所轄,shokatsu
環境,kankyou
循環,junkan
一環,ikkan
模擬,mogi
擬音,gion
擬人,gijin
犠牲,gisei
矯正,kyousei
奇矯,kikyou
不謹慎,fukinshin
謹製,kinsei
謹んで,tsutsushinde
謙虚,kenkyo
謙遜,kenson
謙譲,kenjou
鍵盤,kenban
打鍵,daken
合鍵,aikagi
厳しい,kibishii
厳密,genmitsu
厳選,gensen
講演,kouen
講義,kougi
講座,kouza
購入,kounyuu
購買,koubai
購読,koudoku
懇親,konshin
懇談,kondan
懇願,kongan
摩擦,masatsu
擦り,kosuri
擦れ,sure
感謝,kansha
代謝,taisha
謝罪,shazai
伯爵,hakushaku
男爵,danshaku
侯爵,koushaku
醜い,minikui
醜悪,shuuaku
醜態,shuutai
縮小,shukushou
圧縮,asshuku
短縮,tanshuku
無償,mushou
補償,hoshou
賠償,baishou
環礁,kanshou
サンゴ礁,sangoshou
岩礁,ganshou
実績,jisseki
成績,seiseki
業績,gyouseki
繊細,sensai
繊維,sen'i
繊毛,senmou
新鮮,shinsen
北朝鮮,kitachousen
朝鮮,chousen
乾燥,kansou
焦燥,shousou
霜降り,shimofuri
霜夜,shimoyo
水霜,mizujimo
頂戴,choudai
不倶戴天,fugutaiten
戴冠,taikan
洗濯,sentaku
鍛え,kitae
鍛える,kitaeru
鍛錬,tanren
視聴,shichou
試聴,shichou
聴衆,choushuu
謄本,touhon
瞳孔,doukou
謎々,nazonazo
土鍋,donabe
お鍋,onabe
鍋物,nabemono
頻繁,hinpan
頻度,hindo
頻発,hinpatsu
暗闇,kurayami
闇雲,yamikumo
無闇,muyami
優先,yuusen
優勝,yuushou
俳優,haiyuu
左翼,sayoku
右翼,uyoku
一翼,ichiyoku
ご覧,goran
閲覧,etsuran
一覧,ichiran
治療,chiryou
医療,iryou
療法,ryouhou
一目瞭然,ichimokuryouzen
明瞭,meiryou
不明瞭,fumeiryou
年齢,nenrei
高齢,kourei
老齢,rourei
収穫,shuukaku
金額,kingaku
高額,kougaku
総額,sougaku
顎骨,gakkotsu
上顎,uwaago
鎌倉,kamakura
簡単,kantan
簡易,kan'i
簡潔,kanketsu
観光,kankou
観察,kansatsu
観客,kankyaku
大韓航空,taikankoukuu
大韓民国,daikanminkoku
訪韓,houkan
笑顔,egao
美顔,bigan
洗顔,sengan
騎士,kishi
騎手,kishu
騎乗,kijou
襟元,erimoto
襟足,eriashi
襟ぐり,eriguri
顕著,kencho
顕在,kenzai
顕微鏡,kenbikyou
経験,keiken
体験,taiken
試験,shiken
閉鎖,heisa
連鎖,rensa
封鎖,fuusa
瞬間,shunkan
一瞬,isshun
瞬時,shunji
組織,soshiki
織り,ori
織物,orimono
職場,shokuba
就職,shuushoku
職員,shokuin
修繕,shuuzen
取り繕う,toritsukurou
繕い,tsukuroi
基礎,kiso
礎石,soseki
騒ぎ,sawagi
大騒ぎ,oosawagi
騒音,souon
贈り物,okurimono
贈る,okuru
寄贈,kizou
問題,mondai
話題,wadai
課題,kadai
懲戒,choukai
懲役,choueki
懲罰,choubatsu
鎮座,chinza
重鎮,juuchin
鎮痛,chintsuu
葛藤,kattou
藤本,touhon
藤棚,fujidana
戦闘,sentou
格闘,kakutou
闘争,tousou
難しい,muzukashii
避難,hinan
困難,konnan
藩主,hanshu
藩士,hanshi
脱藩,dappan
覆い,ooi
覆う,oou
覆す,kutsugaesu
完璧,kanpeki
双璧,souheki
口癖,kuchiguse
難癖,nankuse
潔癖,keppeki
翻訳,hon'yaku
翻弄,honrou
翻って,hirugaette
癒し,iyashi
治癒,chiyu
癒す,iyasu
土曜日,doyoubi
日曜日,nichiyoubi
金曜日,kin'youbi
氾濫,hanran
濫造,ranzou
伽藍,garan
藍色,aiiro
食糧,shokuryou
兵糧,hyourou
臨時,rinji
臨床,rinshou
臨場,rinjou
種類,shurui
人類,jinrui
書類,shorui
余韻,yoin
韻文,inbun
韻律,inritsu
妖艶,youen
お願い,onegai
願い,negai
願う,negau
眼鏡,megane
望遠鏡,bouenkyou
顕微鏡,kenbikyou
繰り返し,kurikaeshi
繰り返す,kurikaesu
繰り出す,kuridasu
警察,keisatsu
警告,keikoku
警戒,keikai
鶏肉,toriniku
鶏頭,keitou
養鶏,youkei
捕鯨,hogei
鯨油,geiyu
鯨波,geiha
意識,ishiki
認識,ninshiki
知識,chishiki
蹴り,keri
蹴る,keru
一蹴,isshuu
骨髄,kotsuzui
脊髄,sekizui
脳髄,nouzui
年の瀬,toshinose
瀬戸内海,setonaikai
瀬戸,seto
海藻,kaisou
玉藻,tamamo
藻屑,mokuzu
心臓,shinzou
肝臓,kanzou
内臓,naizou
制覇,seiha
覇権,haken
覇者,hasha
爆発,bakuhatsu
被爆,hibaku
爆弾,bakudan
楽譜,gakufu
年譜,nenpu
新譜,shinpu
名簿,meibo
簿記,boki
帳簿,choubo
霧雨,kirisame
朝霧,asagiri
濃霧,noumu
網羅,moura
羅列,raretsu
修羅,shura
離れ,banare
距離,kyori
分離,bunri
綺麗,kirei
華麗,karei
美麗,birei
山麓,sanroku
不思議,fushigi
議論,giron
会議,kaigi
競争,kyousou
競技,kyougi
競馬,keiba
影響,eikyou
響き,hibiki
音響,onkyou
一生懸命,いっしょうけんめい
懸念,けねん
懸命,けんめい
保護,ほご
看護,かんご
弁護士,べんごし
警鐘,けいしょう
鐘楼,しょうろう
除夜の鐘,じょやのかね
譲渡,じょうと
譲り,ゆずり
譲る,ゆずる
醸造,じょうぞう
醸成,じょうせい
醸し出す,かもしだす
書籍,しょせき
国籍,こくせき
移籍,いせき
沸騰,ふっとう
高騰,こうとう
急騰,きゅうとう
空欄,くうらん
欄干,らんかん
戦艦,せんかん
母艦,ぼかん
艦隊,かんたい
顧客,こきゃく
顧問,こもん
顧み,かえりみ
真鶴,まなづる
千羽鶴,せんばづる
邪魔,じゃま
魔法,まほう
悪魔,あくま
活躍,かつやく
飛躍,ひやく
躍進,やくしん
披露,ひろう
露出,ろしゅつ
披露宴,ひろうえん
驚き,おどろき
驚く,おどろく
驚異,きょうい
襲撃,しゅうげき
世襲,せしゅう
襲う,おそう
印籠,いんろう
尾籠,びろう
鑑賞,かんしょう
図鑑,ずかん
鑑定,かんてい
憂鬱,ゆううつ
鬱陶しい,うっとうしい
陰鬱,いんうつ
